,Date,Year,Month,Day,DayOfYear
775,1997-09-10,1997,9,10,253
776,1997-09-11,1997,9,11,254
777,1997-09-12,1997,9,12,255
778,1997-09-13,1997,9,13,256
779,1997-09-14,1997,9,14,257
780,1997-09-15,1997,9,15,258
781,1997-09-16,1997,9,16,259
782,1997-09-17,1997,9,17,260
783,1997-09-18,1997,9,18,261
784,1997-09-19,1997,9,19,262
785,1997-09-20,1997,9,20,263
786,1997-09-21,1997,9,21,264
787,1997-09-22,1997,9,22,265
788,1997-09-23,1997,9,23,266
789,1997-09-24,1997,9,24,267
790,1997-09-25,1997,9,25,268
791,1997-09-26,1997,9,26,269
792,1997-09-27,1997,9,27,270
793,1997-09-28,1997,9,28,271
794,1997-09-29,1997,9,29,272
795,1997-09-30,1997,9,30,273
796,1997-10-01,1997,10,1,274
797,1997-10-02,1997,10,2,275
798,1997-10-03,1997,10,3,276
799,1997-10-04,1997,10,4,277
800,1997-10-05,1997,10,5,278
801,1997-10-06,1997,10,6,279
802,1997-10-07,1997,10,7,280
803,1997-10-08,1997,10,8,281
804,1997-10-09,1997,10,9,282
805,1997-10-10,1997,10,10,283
806,1997-10-11,1997,10,11,284
807,1997-10-12,1997,10,12,285
808,1997-10-13,1997,10,13,286
809,1997-10-14,1997,10,14,287
810,1997-10-15,1997,10,15,288
811,1997-10-16,1997,10,16,289
812,1997-10-17,1997,10,17,290
813,1997-10-18,1997,10,18,291
814,1997-10-19,1997,10,19,292
815,1997-10-20,1997,10,20,293
816,1997-10-21,1997,10,21,294
817,1997-10-22,1997,10,22,295
818,1997-10-23,1997,10,23,296
819,1997-10-24,1997,10,24,297
820,1997-10-25,1997,10,25,298
821,1997-10-26,1997,10,26,299
822,1997-10-27,1997,10,27,300
823,1997-10-28,1997,10,28,301
824,1997-10-29,1997,10,29,302
825,1997-10-30,1997,10,30,303
826,1997-10-31,1997,10,31,304
827,1997-11-01,1997,11,1,305
828,1997-11-02,1997,11,2,306
829,1997-11-03,1997,11,3,307
830,1997-11-04,1997,11,4,308
831,1997-11-05,1997,11,5,309
832,1997-11-06,1997,11,6,310
833,1997-11-07,1997,11,7,311
834,1997-11-08,1997,11,8,312
835,1997-11-09,1997,11,9,313
836,1997-11-10,1997,11,10,314
837,1997-11-11,1997,11,11,315
838,1997-11-12,1997,11,12,316
839,1997-11-13,1997,11,13,317
840,1997-11-14,1997,11,14,318
841,1997-11-15,1997,11,15,319
842,1997-11-16,1997,11,16,320
843,1997-11-17,1997,11,17,321
844,1997-11-18,1997,11,18,322
845,1997-11-19,1997,11,19,323
846,1997-11-20,1997,11,20,324
847,1997-11-21,1997,11,21,325
848,1997-11-22,1997,11,22,326
849,1997-11-23,1997,11,23,327
850,1997-11-24,1997,11,24,328
851,1997-11-25,1997,11,25,329
852,1997-11-26,1997,11,26,330
853,1997-11-27,1997,11,27,331
854,1997-11-28,1997,11,28,332
855,1997-11-29,1997,11,29,333
856,1997-11-30,1997,11,30,334
857,1997-12-01,1997,12,1,335
858,1997-12-02,1997,12,2,336
859,1997-12-06,1997,12,6,340
860,1997-12-07,1997,12,7,341
861,1997-12-08,1997,12,8,342
862,1997-12-09,1997,12,9,343
863,1997-12-10,1997,12,10,344
864,1997-12-11,1997,12,11,345
865,1997-12-12,1997,12,12,346
866,1997-12-13,1997,12,13,347
867,1997-12-14,1997,12,14,348
868,1997-12-15,1997,12,15,349
869,1997-12-16,1997,12,16,350
870,1997-12-17,1997,12,17,351
871,1997-12-18,1997,12,18,352
872,1997-12-19,1997,12,19,353
873,1997-12-20,1997,12,20,354
874,1997-12-21,1997,12,21,355
875,1997-12-22,1997,12,22,356
876,1997-12-23,1997,12,23,357
877,1997-12-24,1997,12,24,358
878,1997-12-25,1997,12,25,359
879,1997-12-26,1997,12,26,360
880,1997-12-27,1997,12,27,361
881,1997-12-28,1997,12,28,362
882,1997-12-29,1997,12,29,363
883,1997-12-30,1997,12,30,364
884,1997-12-31,1997,12,31,365
885,1998-01-01,1998,1,1,1
886,1998-01-02,1998,1,2,2
887,1998-01-03,1998,1,3,3
888,1998-01-04,1998,1,4,4
889,1998-01-05,1998,1,5,5
890,1998-01-06,1998,1,6,6
891,1998-01-07,1998,1,7,7
892,1998-01-08,1998,1,8,8
893,1998-01-09,1998,1,9,9
894,1998-01-10,1998,1,10,10
895,1998-01-11,1998,1,11,11
896,1998-01-12,1998,1,12,12
897,1998-01-13,1998,1,13,13
898,1998-01-14,1998,1,14,14
899,1998-01-15,1998,1,15,15
900,1998-01-16,1998,1,16,16
901,1998-01-17,1998,1,17,17
902,1998-01-18,1998,1,18,18
903,1998-01-19,1998,1,19,19
904,1998-01-20,1998,1,20,20
905,1998-01-21,1998,1,21,21
906,1998-01-22,1998,1,22,22
907,1998-01-23,1998,1,23,23
908,1998-01-24,1998,1,24,24
909,1998-01-25,1998,1,25,25
910,1998-01-26,1998,1,26,26
911,1998-01-27,1998,1,27,27
912,1998-01-28,1998,1,28,28
913,1998-01-29,1998,1,29,29
914,1998-01-30,1998,1,30,30
915,1998-01-31,1998,1,31,31
916,1998-02-01,1998,2,1,32
917,1998-02-02,1998,2,2,33
918,1998-02-03,1998,2,3,34
919,1998-02-06,1998,2,6,37
920,1998-02-07,1998,2,7,38
921,1998-02-08,1998,2,8,39
922,1998-02-09,1998,2,9,40
923,1998-02-25,1998,2,25,56
924,1998-02-26,1998,2,26,57
925,1998-02-27,1998,2,27,58
926,1998-02-28,1998,2,28,59
927,1998-03-01,1998,3,1,60
928,1998-03-02,1998,3,2,61
929,1998-03-03,1998,3,3,62
930,1998-03-04,1998,3,4,63
931,1998-03-05,1998,3,5,64
932,1998-03-06,1998,3,6,65
933,1998-03-07,1998,3,7,66
934,1998-03-08,1998,3,8,67
935,1998-03-09,1998,3,9,68
936,1998-03-10,1998,3,10,69
937,1998-03-11,1998,3,11,70
938,1998-03-12,1998,3,12,71
939,1998-03-13,1998,3,13,72
940,1998-03-14,1998,3,14,73
941,1998-03-15,1998,3,15,74
942,1998-03-16,1998,3,16,75
943,1998-03-17,1998,3,17,76
944,1998-03-18,1998,3,18,77
945,1998-03-19,1998,3,19,78
946,1998-03-20,1998,3,20,79
947,1998-03-21,1998,3,21,80
948,1998-03-22,1998,3,22,81
949,1998-03-23,1998,3,23,82
950,1998-03-24,1998,3,24,83
951,1998-03-25,1998,3,25,84
952,1998-03-26,1998,3,26,85
953,1998-03-27,1998,3,27,86
954,1998-03-28,1998,3,28,87
955,1998-03-29,1998,3,29,88
956,1998-03-31,1998,3,31,90
957,1998-04-01,1998,4,1,91
958,1998-04-02,1998,4,2,92
959,1998-04-07,1998,4,7,97
960,1998-04-08,1998,4,8,98
961,1998-04-09,1998,4,9,99
962,1998-04-10,1998,4,10,100
963,1998-04-11,1998,4,11,101
964,1998-04-13,1998,4,13,103
965,1998-04-14,1998,4,14,104
966,1998-04-15,1998,4,15,105
967,1998-04-16,1998,4,16,106
968,1998-04-17,1998,4,17,107
969,1998-04-18,1998,4,18,108
970,1998-04-19,1998,4,19,109
971,1998-04-20,1998,4,20,110
972,1998-04-21,1998,4,21,111
973,1998-04-22,1998,4,22,112
974,1998-04-23,1998,4,23,113
975,1998-04-24,1998,4,24,114
976,1998-04-25,1998,4,25,115
977,1998-04-26,1998,4,26,116
978,1998-04-27,1998,4,27,117
979,1998-04-28,1998,4,28,118
980,1998-04-29,1998,4,29,119
981,1998-04-30,1998,4,30,120
982,1998-05-01,1998,5,1,121
983,1998-05-02,1998,5,2,122
984,1998-05-03,1998,5,3,123
985,1998-05-04,1998,5,4,124
986,1998-05-05,1998,5,5,125
987,1998-05-06,1998,5,6,126
988,1998-05-07,1998,5,7,127
989,1998-05-08,1998,5,8,128
990,1998-05-09,1998,5,9,129
991,1998-05-10,1998,5,10,130
992,1998-05-11,1998,5,11,131
993,1998-05-12,1998,5,12,132
994,1998-05-13,1998,5,13,133
995,1998-05-14,1998,5,14,134
996,1998-05-15,1998,5,15,135
997,1998-05-16,1998,5,16,136
998,1998-05-17,1998,5,17,137
999,1998-05-18,1998,5,18,138
1000,1998-05-19,1998,5,19,139
1001,1998-05-20,1998,5,20,140
1002,1998-05-21,1998,5,21,141
1003,1998-05-22,1998,5,22,142
1004,1998-05-23,1998,5,23,143
1005,1998-05-24,1998,5,24,144
1006,1998-05-25,1998,5,25,145
1007,1998-05-26,1998,5,26,146
1008,1998-05-27,1998,5,27,147
1009,1998-05-28,1998,5,28,148
1010,1998-05-29,1998,5,29,149
1011,1998-05-30,1998,5,30,150
1012,1998-05-31,1998,5,31,151
1013,1998-06-01,1998,6,1,152
1014,1998-06-02,1998,6,2,153
1015,1998-06-03,1998,6,3,154
1016,1998-06-04,1998,6,4,155
1017,1998-06-05,1998,6,5,156
1018,1998-06-06,1998,6,6,157
1019,1998-06-07,1998,6,7,158
1020,1998-06-08,1998,6,8,159
1021,1998-06-09,1998,6,9,160
1022,1998-06-10,1998,6,10,161
1023,1998-06-11,1998,6,11,162
1024,1998-06-12,1998,6,12,163
1025,1998-06-13,1998,6,13,164
1026,1998-06-14,1998,6,14,165
1027,1998-06-15,1998,6,15,166
1028,1998-06-16,1998,6,16,167
1029,1998-06-17,1998,6,17,168
1030,1998-06-18,1998,6,18,169
1031,1998-06-19,1998,6,19,170
1032,1998-06-20,1998,6,20,171
1033,1998-06-21,1998,6,21,172
1034,1998-06-22,1998,6,22,173
1035,1998-06-23,1998,6,23,174
1036,1998-06-24,1998,6,24,175
1037,1998-06-25,1998,6,25,176
1038,1998-06-26,1998,6,26,177
1039,1998-06-27,1998,6,27,178
1040,1998-06-28,1998,6,28,179
1041,1998-06-29,1998,6,29,180
1042,1998-06-30,1998,6,30,181
1043,1998-07-01,1998,7,1,182
1044,1998-07-02,1998,7,2,183
1045,1998-07-03,1998,7,3,184
1046,1998-07-04,1998,7,4,185
1047,1998-07-05,1998,7,5,186
1048,1998-07-06,1998,7,6,187
1049,1998-07-07,1998,7,7,188
1050,1998-07-08,1998,7,8,189
1051,1998-07-09,1998,7,9,190
1052,1998-07-10,1998,7,10,191
1053,1998-07-11,1998,7,11,192
1054,1998-07-12,1998,7,12,193
1055,1998-07-13,1998,7,13,194
1056,1998-07-14,1998,7,14,195
1057,1998-07-15,1998,7,15,196
1058,1998-07-16,1998,7,16,197
1059,1998-07-17,1998,7,17,198
1060,1998-07-18,1998,7,18,199
1061,1998-07-19,1998,7,19,200
1062,1998-07-20,1998,7,20,201
1063,1998-07-21,1998,7,21,202
1064,1998-07-22,1998,7,22,203
1065,1998-07-23,1998,7,23,204
1066,1998-07-24,1998,7,24,205
1067,1998-07-25,1998,7,25,206
1068,1998-07-26,1998,7,26,207
1069,1998-07-27,1998,7,27,208
1070,1998-07-28,1998,7,28,209
1071,1998-07-29,1998,7,29,210
1072,1998-07-30,1998,7,30,211
1073,1998-07-31,1998,7,31,212
1074,1998-08-01,1998,8,1,213
1075,1998-08-02,1998,8,2,214
1076,1998-08-03,1998,8,3,215
1077,1998-08-04,1998,8,4,216
1078,1998-08-05,1998,8,5,217
1079,1998-08-06,1998,8,6,218
1080,1998-08-07,1998,8,7,219
1081,1998-08-08,1998,8,8,220
1082,1998-08-09,1998,8,9,221
1083,1998-08-10,1998,8,10,222
1084,1998-08-11,1998,8,11,223
1085,1998-08-12,1998,8,12,224
1086,1998-08-13,1998,8,13,225
1087,1998-08-14,1998,8,14,226
1088,1998-08-15,1998,8,15,227
1089,1998-08-17,1998,8,17,229
1090,1998-08-18,1998,8,18,230
1091,1998-08-19,1998,8,19,231
1092,1998-08-20,1998,8,20,232
1093,1998-08-21,1998,8,21,233
1094,1998-08-22,1998,8,22,234
1095,1998-08-23,1998,8,23,235
1096,1998-08-24,1998,8,24,236
1097,1998-08-25,1998,8,25,237
1098,1998-08-26,1998,8,26,238
1099,1998-08-27,1998,8,27,239
1100,1998-08-28,1998,8,28,240
1101,1998-08-29,1998,8,29,241
1102,1998-08-30,1998,8,30,242
1103,1998-08-31,1998,8,31,243
1104,1998-09-01,1998,9,1,244
1105,1998-09-02,1998,9,2,245
1106,1998-09-03,1998,9,3,246
1107,1998-09-04,1998,9,4,247
1108,1998-09-05,1998,9,5,248
1109,1998-09-06,1998,9,6,249
1110,1998-09-07,1998,9,7,250
1111,1998-09-08,1998,9,8,251
1112,1998-09-09,1998,9,9,252
1113,1998-09-10,1998,9,10,253
1114,1998-09-11,1998,9,11,254
1115,1998-09-12,1998,9,12,255
1116,1998-09-13,1998,9,13,256
1117,1998-09-14,1998,9,14,257
1118,1998-09-15,1998,9,15,258
1119,1998-09-16,1998,9,16,259
1120,1998-09-17,1998,9,17,260
1121,1998-09-18,1998,9,18,261
1122,1998-09-19,1998,9,19,262
1123,1998-09-20,1998,9,20,263
1124,1998-09-21,1998,9,21,264
1125,1998-09-22,1998,9,22,265
1126,1998-09-23,1998,9,23,266
1127,1998-09-24,1998,9,24,267
1128,1998-09-25,1998,9,25,268
1129,1998-09-26,1998,9,26,269
1130,1998-09-27,1998,9,27,270
1131,1998-09-28,1998,9,28,271
1132,1998-09-29,1998,9,29,272
1133,1998-09-30,1998,9,30,273
1134,1998-10-01,1998,10,1,274
1135,1998-10-02,1998,10,2,275
1136,1998-10-03,1998,10,3,276
1137,1998-10-04,1998,10,4,277
1138,1998-10-05,1998,10,5,278
1139,1998-10-06,1998,10,6,279
1140,1998-10-07,1998,10,7,280
1141,1998-10-08,1998,10,8,281
1142,1998-10-09,1998,10,9,282
1143,1998-10-10,1998,10,10,283
1144,1998-10-11,1998,10,11,284
1145,1998-10-12,1998,10,12,285
1146,1998-10-13,1998,10,13,286
1147,1998-10-14,1998,10,14,287
1148,1998-10-15,1998,10,15,288
1149,1998-10-16,1998,10,16,289
1150,1998-10-18,1998,10,18,291
1151,1998-10-24,1998,10,24,297
1152,1998-10-25,1998,10,25,298
1153,1998-10-26,1998,10,26,299
1154,1998-10-27,1998,10,27,300
1155,1998-10-28,1998,10,28,301
1156,1998-10-29,1998,10,29,302
1157,1998-10-30,1998,10,30,303
1158,1998-10-31,1998,10,31,304
1159,1998-11-01,1998,11,1,305
1160,1998-11-02,1998,11,2,306
1161,1998-11-03,1998,11,3,307
1162,1998-11-04,1998,11,4,308
1163,1998-11-05,1998,11,5,309
1164,1998-11-06,1998,11,6,310
1165,1998-11-07,1998,11,7,311
1166,1998-11-08,1998,11,8,312
1167,1998-11-09,1998,11,9,313
1168,1998-11-10,1998,11,10,314
1169,1998-11-11,1998,11,11,315
1170,1998-11-15,1998,11,15,319
1171,1998-11-16,1998,11,16,320
1172,1998-11-17,1998,11,17,321
1173,1998-11-18,1998,11,18,322
1174,1998-11-19,1998,11,19,323
1175,1998-11-20,1998,11,20,324
1176,1998-11-21,1998,11,21,325
1177,1998-11-22,1998,11,22,326
1178,1998-11-23,1998,11,23,327
1179,1998-11-24,1998,11,24,328
1180,1998-11-25,1998,11,25,329
1181,1998-11-26,1998,11,26,330
1182,1998-11-27,1998,11,27,331
1183,1998-11-28,1998,11,28,332
1184,1998-11-29,1998,11,29,333
1185,1998-11-30,1998,11,30,334
1186,1998-12-01,1998,12,1,335
1187,1998-12-02,1998,12,2,336
1188,1998-12-03,1998,12,3,337
1189,1998-12-04,1998,12,4,338
1190,1998-12-05,1998,12,5,339
1191,1998-12-06,1998,12,6,340
1192,1998-12-07,1998,12,7,341
1193,1998-12-08,1998,12,8,342
1194,1998-12-09,1998,12,9,343
1195,1998-12-10,1998,12,10,344
1196,1998-12-11,1998,12,11,345
1197,1998-12-12,1998,12,12,346
1198,1998-12-13,1998,12,13,347
1199,1998-12-14,1998,12,14,348
1200,1998-12-15,1998,12,15,349
1201,1998-12-16,1998,12,16,350
1202,1998-12-17,1998,12,17,351
1203,1998-12-18,1998,12,18,352
1204,1998-12-19,1998,12,19,353
1205,1998-12-20,1998,12,20,354
1206,1998-12-21,1998,12,21,355
1207,1998-12-22,1998,12,22,356
1208,1998-12-23,1998,12,23,357
1209,1998-12-26,1998,12,26,360
1210,1998-12-27,1998,12,27,361
1211,1998-12-28,1998,12,28,362
1212,1998-12-29,1998,12,29,363
1213,1999-01-01,1999,1,1,1
1214,1999-01-02,1999,1,2,2
1215,1999-01-03,1999,1,3,3
1216,1999-01-04,1999,1,4,4
1217,1999-01-05,1999,1,5,5
1218,1999-01-06,1999,1,6,6
1219,1999-01-07,1999,1,7,7
1220,1999-01-08,1999,1,8,8
1221,1999-01-09,1999,1,9,9
1222,1999-01-11,1999,1,11,11
1223,1999-01-12,1999,1,12,12
1224,1999-01-13,1999,1,13,13
1225,1999-01-14,1999,1,14,14
1226,1999-01-15,1999,1,15,15
1227,1999-01-16,1999,1,16,16
1228,1999-01-17,1999,1,17,17
1229,1999-01-18,1999,1,18,18
1230,1999-01-21,1999,1,21,21
1231,1999-01-22,1999,1,22,22
1232,1999-01-27,1999,1,27,27
1233,1999-01-28,1999,1,28,28
1234,1999-01-29,1999,1,29,29
1235,1999-01-30,1999,1,30,30
1236,1999-01-31,1999,1,31,31
1237,1999-02-01,1999,2,1,32
1238,1999-02-02,1999,2,2,33
1239,1999-02-03,1999,2,3,34
1240,1999-02-04,1999,2,4,35
1241,1999-02-05,1999,2,5,36
1242,1999-02-06,1999,2,6,37
1243,1999-02-07,1999,2,7,38
1244,1999-02-08,1999,2,8,39
1245,1999-02-09,1999,2,9,40
1246,1999-02-10,1999,2,10,41
1247,1999-02-11,1999,2,11,42
1248,1999-02-12,1999,2,12,43
1249,1999-02-13,1999,2,13,44
1250,1999-02-14,1999,2,14,45
1251,1999-02-15,1999,2,15,46
1252,1999-02-16,1999,2,16,47
1253,1999-02-17,1999,2,17,48
1254,1999-02-18,1999,2,18,49
1255,1999-02-19,1999,2,19,50
1256,1999-02-20,1999,2,20,51
1257,1999-02-21,1999,2,21,52
1258,1999-02-22,1999,2,22,53
1259,1999-02-23,1999,2,23,54
1260,1999-02-24,1999,2,24,55
1261,1999-02-25,1999,2,25,56
1262,1999-02-26,1999,2,26,57
1263,1999-02-27,1999,2,27,58
1264,1999-02-28,1999,2,28,59
1265,1999-03-01,1999,3,1,60
1266,1999-03-02,1999,3,2,61
1267,1999-03-03,1999,3,3,62
1268,1999-03-04,1999,3,4,63
1269,1999-03-05,1999,3,5,64
1270,1999-03-06,1999,3,6,65
1271,1999-03-07,1999,3,7,66
1272,1999-03-09,1999,3,9,68
1273,1999-03-10,1999,3,10,69
1274,1999-03-11,1999,3,11,70
1275,1999-03-12,1999,3,12,71
1276,1999-03-13,1999,3,13,72
1277,1999-03-14,1999,3,14,73
1278,1999-03-15,1999,3,15,74
1279,1999-03-16,1999,3,16,75
1280,1999-03-17,1999,3,17,76
1281,1999-03-18,1999,3,18,77
1282,1999-03-19,1999,3,19,78
1283,1999-03-20,1999,3,20,79
1284,1999-03-21,1999,3,21,80
1285,1999-03-22,1999,3,22,81
1286,1999-03-23,1999,3,23,82
1287,1999-03-24,1999,3,24,83
1288,1999-03-25,1999,3,25,84
1289,1999-03-26,1999,3,26,85
1290,1999-03-31,1999,3,31,90
1291,1999-04-01,1999,4,1,91
1292,1999-04-02,1999,4,2,92
1293,1999-04-03,1999,4,3,93
1294,1999-04-04,1999,4,4,94
1295,1999-04-05,1999,4,5,95
1296,1999-04-06,1999,4,6,96
1297,1999-04-07,1999,4,7,97
1298,1999-04-09,1999,4,9,99
1299,1999-04-10,1999,4,10,100
1300,1999-04-11,1999,4,11,101
1301,1999-04-12,1999,4,12,102
1302,1999-04-13,1999,4,13,103
1303,1999-04-14,1999,4,14,104
1304,1999-04-15,1999,4,15,105
1305,1999-04-16,1999,4,16,106
1306,1999-04-17,1999,4,17,107
1307,1999-04-18,1999,4,18,108
1308,1999-04-19,1999,4,19,109
1309,1999-04-20,1999,4,20,110
1310,1999-04-21,1999,4,21,111
1311,1999-04-22,1999,4,22,112
1312,1999-04-23,1999,4,23,113
1313,1999-04-24,1999,4,24,114
1314,1999-04-25,1999,4,25,115
1315,1999-04-26,1999,4,26,116
1316,1999-04-27,1999,4,27,117
1317,1999-04-28,1999,4,28,118
1318,1999-04-29,1999,4,29,119
1319,1999-04-30,1999,4,30,120
1320,1999-05-01,1999,5,1,121
1321,1999-05-02,1999,5,2,122
1322,1999-05-03,1999,5,3,123
1323,1999-05-04,1999,5,4,124
1324,1999-05-05,1999,5,5,125
1325,1999-05-06,1999,5,6,126
1326,1999-05-07,1999,5,7,127
1327,1999-05-08,1999,5,8,128
1328,1999-05-09,1999,5,9,129
1329,1999-05-10,1999,5,10,130
1330,1999-05-11,1999,5,11,131
1331,1999-05-12,1999,5,12,132
1332,1999-05-13,1999,5,13,133
1333,1999-05-14,1999,5,14,134
1334,1999-05-15,1999,5,15,135
1335,1999-05-16,1999,5,16,136
1336,1999-05-17,1999,5,17,137
1337,1999-05-18,1999,5,18,138
1338,1999-05-19,1999,5,19,139
1339,1999-05-20,1999,5,20,140
1340,1999-05-21,1999,5,21,141
1341,1999-05-22,1999,5,22,142
1342,1999-05-23,1999,5,23,143
1343,1999-05-24,1999,5,24,144
1344,1999-05-25,1999,5,25,145
1345,1999-05-26,1999,5,26,146
1346,1999-05-27,1999,5,27,147
1347,1999-05-28,1999,5,28,148
1348,1999-05-29,1999,5,29,149
1349,1999-05-30,1999,5,30,150
1350,1999-05-31,1999,5,31,151
1351,1999-06-01,1999,6,1,152
1352,1999-06-02,1999,6,2,153
1353,1999-06-03,1999,6,3,154
1354,1999-06-04,1999,6,4,155
1355,1999-06-05,1999,6,5,156
1356,1999-06-06,1999,6,6,157
1357,1999-06-07,1999,6,7,158
1358,1999-06-08,1999,6,8,159
1359,1999-06-09,1999,6,9,160
1360,1999-06-10,1999,6,10,161
1361,1999-06-11,1999,6,11,162
1362,1999-06-12,1999,6,12,163
1363,1999-06-13,1999,6,13,164
1364,1999-06-14,1999,6,14,165
1365,1999-06-15,1999,6,15,166
1366,1999-06-16,1999,6,16,167
1367,1999-06-17,1999,6,17,168
1368,1999-06-18,1999,6,18,169
1369,1999-06-19,1999,6,19,170
1370,1999-06-20,1999,6,20,171
1371,1999-06-21,1999,6,21,172
1372,1999-06-22,1999,6,22,173
1373,1999-06-23,1999,6,23,174
1374,1999-06-24,1999,6,24,175
1375,1999-06-25,1999,6,25,176
1376,1999-06-26,1999,6,26,177
1377,1999-06-27,1999,6,27,178
1378,1999-06-28,1999,6,28,179
1379,1999-06-29,1999,6,29,180
1380,1999-06-30,1999,6,30,181
1381,1999-07-01,1999,7,1,182
1382,1999-07-02,1999,7,2,183
1383,1999-07-03,1999,7,3,184
1384,1999-07-04,1999,7,4,185
1385,1999-07-05,1999,7,5,186
1386,1999-07-06,1999,7,6,187
1387,1999-07-07,1999,7,7,188
1388,1999-07-08,1999,7,8,189
1389,1999-07-09,1999,7,9,190
1390,1999-07-10,1999,7,10,191
1391,1999-07-11,1999,7,11,192
1392,1999-07-12,1999,7,12,193
1393,1999-07-13,1999,7,13,194
1394,1999-07-28,1999,7,28,209
1395,1999-07-29,1999,7,29,210
1396,1999-07-30,1999,7,30,211
1397,1999-07-31,1999,7,31,212
1398,1999-08-01,1999,8,1,213
1399,1999-08-02,1999,8,2,214
1400,1999-08-03,1999,8,3,215
1401,1999-08-05,1999,8,5,217
1402,1999-08-06,1999,8,6,218
1403,1999-08-07,1999,8,7,219
1404,1999-08-08,1999,8,8,220
1405,1999-08-09,1999,8,9,221
1406,1999-08-10,1999,8,10,222
1407,1999-08-11,1999,8,11,223
1408,1999-08-12,1999,8,12,224
1409,1999-08-13,1999,8,13,225
1410,1999-08-14,1999,8,14,226
1411,1999-08-15,1999,8,15,227
1412,1999-08-16,1999,8,16,228
1413,1999-08-17,1999,8,17,229
1414,1999-08-18,1999,8,18,230
1415,1999-08-19,1999,8,19,231
1416,1999-08-21,1999,8,21,233
1417,1999-08-22,1999,8,22,234
1418,1999-08-23,1999,8,23,235
1419,1999-08-24,1999,8,24,236
1420,1999-08-25,1999,8,25,237
1421,1999-08-27,1999,8,27,239
1422,1999-08-31,1999,8,31,243
1423,1999-09-01,1999,9,1,244
1424,1999-09-02,1999,9,2,245
1425,1999-09-03,1999,9,3,246
1426,1999-09-04,1999,9,4,247
1427,1999-09-05,1999,9,5,248
1428,1999-09-06,1999,9,6,249
1429,1999-09-07,1999,9,7,250
1430,1999-09-08,1999,9,8,251
1431,1999-09-09,1999,9,9,252
1432,1999-09-10,1999,9,10,253
1433,1999-09-11,1999,9,11,254
1434,1999-09-12,1999,9,12,255
1435,1999-09-13,1999,9,13,256
1436,1999-09-14,1999,9,14,257
1437,1999-09-15,1999,9,15,258
1438,1999-09-16,1999,9,16,259
1439,1999-09-17,1999,9,17,260
1440,1999-09-18,1999,9,18,261
1441,1999-09-19,1999,9,19,262
1442,1999-09-20,1999,9,20,263
1443,1999-09-21,1999,9,21,264
1444,1999-09-22,1999,9,22,265
1445,1999-09-23,1999,9,23,266
1446,1999-09-24,1999,9,24,267
1447,1999-09-25,1999,9,25,268
1448,1999-09-26,1999,9,26,269
1449,1999-09-27,1999,9,27,270
1450,1999-09-28,1999,9,28,271
1451,1999-09-29,1999,9,29,272
1452,1999-09-30,1999,9,30,273
1453,1999-10-01,1999,10,1,274
1454,1999-10-02,1999,10,2,275
1455,1999-10-03,1999,10,3,276
1456,1999-10-04,1999,10,4,277
1457,1999-10-05,1999,10,5,278
1458,1999-10-06,1999,10,6,279
1459,1999-10-07,1999,10,7,280
1460,1999-10-08,1999,10,8,281
1461,1999-10-09,1999,10,9,282
1462,1999-10-10,1999,10,10,283
1463,1999-10-11,1999,10,11,284
1464,1999-10-12,1999,10,12,285
1465,1999-10-13,1999,10,13,286
1466,1999-10-14,1999,10,14,287
1467,1999-10-15,1999,10,15,288
1468,1999-10-16,1999,10,16,289
1469,1999-10-17,1999,10,17,290
1470,1999-10-18,1999,10,18,291
1471,1999-10-19,1999,10,19,292
1472,1999-10-20,1999,10,20,293
1473,1999-10-21,1999,10,21,294
1474,1999-10-22,1999,10,22,295
1475,1999-10-23,1999,10,23,296
1476,1999-10-24,1999,10,24,297
1477,1999-10-25,1999,10,25,298
1478,1999-10-26,1999,10,26,299
1479,1999-10-27,1999,10,27,300
1480,1999-10-28,1999,10,28,301
1481,1999-10-29,1999,10,29,302
1482,1999-10-30,1999,10,30,303
1483,1999-10-31,1999,10,31,304
1484,1999-11-01,1999,11,1,305
1485,1999-11-02,1999,11,2,306
1486,1999-11-03,1999,11,3,307
1487,1999-11-04,1999,11,4,308
1488,1999-11-05,1999,11,5,309
1489,1999-11-06,1999,11,6,310
1490,1999-11-07,1999,11,7,311
1491,1999-11-08,1999,11,8,312
1492,1999-11-09,1999,11,9,313
1493,1999-11-10,1999,11,10,314
1494,1999-11-11,1999,11,11,315
1495,1999-11-12,1999,11,12,316
1496,1999-11-13,1999,11,13,317
1497,1999-11-14,1999,11,14,318
1498,1999-11-15,1999,11,15,319
1499,1999-11-16,1999,11,16,320
1500,1999-11-17,1999,11,17,321
1501,1999-11-18,1999,11,18,322
1502,1999-11-19,1999,11,19,323
1503,1999-11-20,1999,11,20,324
1504,1999-11-21,1999,11,21,325
1505,1999-11-22,1999,11,22,326
1506,1999-11-23,1999,11,23,327
1507,1999-11-24,1999,11,24,328
1508,1999-11-25,1999,11,25,329
1509,1999-11-26,1999,11,26,330
1510,1999-11-27,1999,11,27,331
1511,1999-12-01,1999,12,1,335
1512,1999-12-02,1999,12,2,336
1513,1999-12-03,1999,12,3,337
1514,1999-12-04,1999,12,4,338
1515,1999-12-05,1999,12,5,339
1516,1999-12-06,1999,12,6,340
1517,1999-12-07,1999,12,7,341
1518,1999-12-08,1999,12,8,342
1519,1999-12-09,1999,12,9,343
1520,1999-12-10,1999,12,10,344
1521,1999-12-11,1999,12,11,345
