,Date,Year,Month,Day,Temp,Israel,Jordan,South Africa,The Netherlands,DayOfYear
8193,2017-06-06,2017,6,6,14.944444444444445,0,0,1,0,157
8194,2017-06-07,2017,6,7,11.944444444444445,0,0,1,0,158
8195,2017-06-08,2017,6,8,10.055555555555555,0,0,1,0,159
8196,2017-06-09,2017,6,9,9.944444444444445,0,0,1,0,160
8197,2017-06-10,2017,6,10,14.72222222222222,0,0,1,0,161
8198,2017-06-11,2017,6,11,14.27777777777778,0,0,1,0,162
8199,2017-06-12,2017,6,12,15.11111111111111,0,0,1,0,163
8200,2017-06-13,2017,6,13,15.055555555555555,0,0,1,0,164
8201,2017-06-14,2017,6,14,13.0,0,0,1,0,165
8202,2017-06-15,2017,6,15,13.666666666666666,0,0,1,0,166
8203,2017-06-16,2017,6,16,13.555555555555555,0,0,1,0,167
8204,2017-06-17,2017,6,17,13.166666666666668,0,0,1,0,168
8205,2017-06-18,2017,6,18,10.666666666666668,0,0,1,0,169
8206,2017-06-19,2017,6,19,11.833333333333332,0,0,1,0,170
8207,2017-06-20,2017,6,20,10.27777777777778,0,0,1,0,171
8208,2017-06-21,2017,6,21,11.500000000000002,0,0,1,0,172
8209,2017-06-22,2017,6,22,13.22222222222222,0,0,1,0,173
8210,2017-06-23,2017,6,23,9.888888888888888,0,0,1,0,174
8211,2017-06-24,2017,6,24,11.055555555555555,0,0,1,0,175
8212,2017-06-25,2017,6,25,12.055555555555555,0,0,1,0,176
8213,2017-06-26,2017,6,26,10.944444444444446,0,0,1,0,177
8214,2017-06-27,2017,6,27,12.666666666666664,0,0,1,0,178
8215,2017-06-28,2017,6,28,12.72222222222222,0,0,1,0,179
8216,2017-06-29,2017,6,29,11.277777777777777,0,0,1,0,180
8217,2017-06-30,2017,6,30,12.055555555555555,0,0,1,0,181
8218,2017-07-01,2017,7,1,10.055555555555555,0,0,1,0,182
8219,2017-07-02,2017,7,2,11.77777777777778,0,0,1,0,183
8220,2017-07-03,2017,7,3,13.166666666666668,0,0,1,0,184
8221,2017-07-04,2017,7,4,11.222222222222223,0,0,1,0,185
8222,2017-07-05,2017,7,5,12.944444444444445,0,0,1,0,186
8223,2017-07-06,2017,7,6,15.72222222222222,0,0,1,0,187
8224,2017-07-07,2017,7,7,14.72222222222222,0,0,1,0,188
8225,2017-07-08,2017,7,8,13.61111111111111,0,0,1,0,189
8226,2017-07-09,2017,7,9,10.388888888888893,0,0,1,0,190
8227,2017-07-10,2017,7,10,8.88888888888889,0,0,1,0,191
8228,2017-07-11,2017,7,11,10.444444444444445,0,0,1,0,192
8229,2017-07-12,2017,7,12,10.555555555555555,0,0,1,0,193
8230,2017-07-13,2017,7,13,12.444444444444445,0,0,1,0,194
8231,2017-07-14,2017,7,14,11.166666666666666,0,0,1,0,195
8232,2017-07-15,2017,7,15,11.222222222222223,0,0,1,0,196
8233,2017-07-16,2017,7,16,9.833333333333336,0,0,1,0,197
8234,2017-07-17,2017,7,17,9.944444444444445,0,0,1,0,198
8235,2017-07-18,2017,7,18,10.944444444444446,0,0,1,0,199
8236,2017-07-19,2017,7,19,12.055555555555555,0,0,1,0,200
8237,2017-07-20,2017,7,20,13.11111111111111,0,0,1,0,201
8238,2017-07-21,2017,7,21,11.222222222222223,0,0,1,0,202
8239,2017-07-22,2017,7,22,12.77777777777778,0,0,1,0,203
8240,2017-07-23,2017,7,23,13.27777777777778,0,0,1,0,204
8241,2017-07-24,2017,7,24,11.833333333333332,0,0,1,0,205
8242,2017-07-25,2017,7,25,12.611111111111112,0,0,1,0,206
8243,2017-07-26,2017,7,26,10.0,0,0,1,0,207
8244,2017-07-27,2017,7,27,11.38888888888889,0,0,1,0,208
8245,2017-07-28,2017,7,28,14.944444444444445,0,0,1,0,209
8246,2017-07-29,2017,7,29,12.166666666666666,0,0,1,0,210
8247,2017-07-30,2017,7,30,13.0,0,0,1,0,211
8248,2017-07-31,2017,7,31,19.166666666666668,0,0,1,0,212
8249,2017-08-01,2017,8,1,14.61111111111111,0,0,1,0,213
8250,2017-08-02,2017,8,2,13.944444444444445,0,0,1,0,214
8251,2017-08-03,2017,8,3,13.722222222222223,0,0,1,0,215
8252,2017-08-04,2017,8,4,14.055555555555554,0,0,1,0,216
8253,2017-08-05,2017,8,5,13.61111111111111,0,0,1,0,217
8254,2017-08-06,2017,8,6,12.833333333333334,0,0,1,0,218
8255,2017-08-07,2017,8,7,14.61111111111111,0,0,1,0,219
8256,2017-08-08,2017,8,8,13.722222222222223,0,0,1,0,220
8257,2017-08-09,2017,8,9,12.055555555555555,0,0,1,0,221
8258,2017-08-10,2017,8,10,14.11111111111111,0,0,1,0,222
8259,2017-08-11,2017,8,11,12.388888888888888,0,0,1,0,223
8260,2017-08-12,2017,8,12,10.5,0,0,1,0,224
8261,2017-08-13,2017,8,13,11.166666666666666,0,0,1,0,225
8262,2017-08-14,2017,8,14,10.88888888888889,0,0,1,0,226
8263,2017-08-15,2017,8,15,11.555555555555554,0,0,1,0,227
8264,2017-08-16,2017,8,16,10.944444444444446,0,0,1,0,228
8265,2017-08-17,2017,8,17,11.88888888888889,0,0,1,0,229
8266,2017-08-18,2017,8,18,12.22222222222222,0,0,1,0,230
8267,2017-08-19,2017,8,19,14.166666666666666,0,0,1,0,231
8268,2017-08-20,2017,8,20,14.555555555555555,0,0,1,0,232
8269,2017-08-21,2017,8,21,13.11111111111111,0,0,1,0,233
8270,2017-08-22,2017,8,22,12.888888888888893,0,0,1,0,234
8271,2017-08-23,2017,8,23,12.111111111111107,0,0,1,0,235
8272,2017-08-24,2017,8,24,11.944444444444445,0,0,1,0,236
8273,2017-08-25,2017,8,25,12.444444444444445,0,0,1,0,237
8274,2017-08-26,2017,8,26,13.055555555555555,0,0,1,0,238
8275,2017-08-27,2017,8,27,16.22222222222222,0,0,1,0,239
8276,2017-08-28,2017,8,28,15.444444444444445,0,0,1,0,240
8277,2017-08-29,2017,8,29,13.88888888888889,0,0,1,0,241
8278,2017-08-30,2017,8,30,12.333333333333336,0,0,1,0,242
8279,2017-08-31,2017,8,31,12.388888888888888,0,0,1,0,243
8280,2017-09-01,2017,9,1,14.72222222222222,0,0,1,0,244
8281,2017-09-02,2017,9,2,15.11111111111111,0,0,1,0,245
8282,2017-09-03,2017,9,3,16.72222222222222,0,0,1,0,246
8283,2017-09-04,2017,9,4,19.33333333333333,0,0,1,0,247
8284,2017-09-05,2017,9,5,13.722222222222223,0,0,1,0,248
8285,2017-09-06,2017,9,6,13.166666666666668,0,0,1,0,249
8286,2017-09-07,2017,9,7,14.166666666666666,0,0,1,0,250
8287,2017-09-08,2017,9,8,14.61111111111111,0,0,1,0,251
8288,2017-09-09,2017,9,9,14.666666666666666,0,0,1,0,252
8289,2017-09-10,2017,9,10,16.944444444444443,0,0,1,0,253
8290,2017-09-11,2017,9,11,15.055555555555555,0,0,1,0,254
8291,2017-09-12,2017,9,12,14.5,0,0,1,0,255
8292,2017-09-13,2017,9,13,13.555555555555555,0,0,1,0,256
8293,2017-09-14,2017,9,14,14.38888888888889,0,0,1,0,257
8294,2017-09-15,2017,9,15,15.22222222222222,0,0,1,0,258
8295,2017-09-16,2017,9,16,15.944444444444445,0,0,1,0,259
8296,2017-09-17,2017,9,17,17.38888888888889,0,0,1,0,260
8297,2017-09-18,2017,9,18,16.77777777777778,0,0,1,0,261
8298,2017-09-19,2017,9,19,16.166666666666668,0,0,1,0,262
8299,2017-09-20,2017,9,20,16.22222222222222,0,0,1,0,263
8300,2017-09-21,2017,9,21,15.88888888888889,0,0,1,0,264
8301,2017-09-22,2017,9,22,14.11111111111111,0,0,1,0,265
8302,2017-09-23,2017,9,23,15.333333333333334,0,0,1,0,266
8303,2017-09-24,2017,9,24,13.833333333333334,0,0,1,0,267
8304,2017-09-25,2017,9,25,12.833333333333334,0,0,1,0,268
8305,2017-09-26,2017,9,26,11.166666666666666,0,0,1,0,269
8306,2017-09-27,2017,9,27,13.88888888888889,0,0,1,0,270
8307,2017-09-28,2017,9,28,16.833333333333332,0,0,1,0,271
8308,2017-09-29,2017,9,29,15.666666666666666,0,0,1,0,272
8309,2017-09-30,2017,9,30,16.77777777777778,0,0,1,0,273
8310,2017-10-01,2017,10,1,19.27777777777778,0,0,1,0,274
8311,2017-10-02,2017,10,2,17.77777777777778,0,0,1,0,275
8312,2017-10-03,2017,10,3,15.666666666666666,0,0,1,0,276
8313,2017-10-04,2017,10,4,12.555555555555555,0,0,1,0,277
8314,2017-10-05,2017,10,5,12.166666666666666,0,0,1,0,278
8315,2017-10-06,2017,10,6,14.61111111111111,0,0,1,0,279
8316,2017-10-07,2017,10,7,14.5,0,0,1,0,280
8317,2017-10-08,2017,10,8,14.444444444444445,0,0,1,0,281
8318,2017-10-09,2017,10,9,14.88888888888889,0,0,1,0,282
8319,2017-10-10,2017,10,10,15.333333333333334,0,0,1,0,283
8320,2017-10-11,2017,10,11,15.444444444444445,0,0,1,0,284
8321,2017-10-12,2017,10,12,16.22222222222222,0,0,1,0,285
8322,2017-10-13,2017,10,13,18.111111111111107,0,0,1,0,286
8323,2017-10-14,2017,10,14,16.27777777777778,0,0,1,0,287
8324,2017-10-15,2017,10,15,14.27777777777778,0,0,1,0,288
8325,2017-10-16,2017,10,16,12.72222222222222,0,0,1,0,289
8326,2017-10-17,2017,10,17,12.388888888888888,0,0,1,0,290
8327,2017-10-18,2017,10,18,13.666666666666666,0,0,1,0,291
8328,2017-10-19,2017,10,19,14.555555555555555,0,0,1,0,292
8329,2017-10-20,2017,10,20,14.72222222222222,0,0,1,0,293
8330,2017-10-21,2017,10,21,16.27777777777778,0,0,1,0,294
8331,2017-10-22,2017,10,22,16.833333333333332,0,0,1,0,295
8332,2017-10-23,2017,10,23,17.22222222222222,0,0,1,0,296
8333,2017-10-24,2017,10,24,16.27777777777778,0,0,1,0,297
8334,2017-10-25,2017,10,25,14.27777777777778,0,0,1,0,298
8335,2017-10-26,2017,10,26,13.11111111111111,0,0,1,0,299
8336,2017-10-27,2017,10,27,16.055555555555557,0,0,1,0,300
8337,2017-10-28,2017,10,28,17.72222222222222,0,0,1,0,301
8338,2017-10-29,2017,10,29,19.88888888888889,0,0,1,0,302
8339,2017-10-30,2017,10,30,22.22222222222222,0,0,1,0,303
8340,2017-10-31,2017,10,31,22.11111111111111,0,0,1,0,304
8341,2017-11-01,2017,11,1,18.944444444444443,0,0,1,0,305
8342,2017-11-02,2017,11,2,19.444444444444443,0,0,1,0,306
8343,2017-11-03,2017,11,3,17.666666666666668,0,0,1,0,307
8344,2017-11-04,2017,11,4,17.22222222222222,0,0,1,0,308
8345,2017-11-05,2017,11,5,17.83333333333333,0,0,1,0,309
8346,2017-11-06,2017,11,6,17.166666666666668,0,0,1,0,310
8347,2017-11-07,2017,11,7,18.111111111111107,0,0,1,0,311
8348,2017-11-08,2017,11,8,20.83333333333333,0,0,1,0,312
8349,2017-11-09,2017,11,9,19.111111111111114,0,0,1,0,313
8350,2017-11-10,2017,11,10,18.944444444444443,0,0,1,0,314
8351,2017-11-11,2017,11,11,18.38888888888889,0,0,1,0,315
8352,2017-11-12,2017,11,12,19.05555555555556,0,0,1,0,316
8353,2017-11-13,2017,11,13,17.055555555555557,0,0,1,0,317
8354,2017-11-14,2017,11,14,15.444444444444445,0,0,1,0,318
8355,2017-11-15,2017,11,15,16.055555555555557,0,0,1,0,319
8356,2017-11-16,2017,11,16,17.5,0,0,1,0,320
8357,2017-11-17,2017,11,17,18.166666666666668,0,0,1,0,321
8358,2017-11-18,2017,11,18,17.444444444444443,0,0,1,0,322
8359,2017-11-19,2017,11,19,18.88888888888889,0,0,1,0,323
8360,2017-11-20,2017,11,20,16.5,0,0,1,0,324
8361,2017-11-21,2017,11,21,14.5,0,0,1,0,325
8362,2017-11-22,2017,11,22,13.88888888888889,0,0,1,0,326
8363,2017-11-23,2017,11,23,15.444444444444445,0,0,1,0,327
8364,2017-11-24,2017,11,24,17.666666666666668,0,0,1,0,328
8365,2017-11-25,2017,11,25,19.22222222222221,0,0,1,0,329
8366,2017-11-26,2017,11,26,18.277777777777786,0,0,1,0,330
8367,2017-11-27,2017,11,27,20.0,0,0,1,0,331
8368,2017-11-28,2017,11,28,19.111111111111114,0,0,1,0,332
8369,2017-11-29,2017,11,29,22.11111111111111,0,0,1,0,333
8370,2017-11-30,2017,11,30,20.88888888888889,0,0,1,0,334
8371,2017-12-01,2017,12,1,19.55555555555556,0,0,1,0,335
8372,2017-12-02,2017,12,2,18.22222222222222,0,0,1,0,336
8373,2017-12-03,2017,12,3,17.333333333333332,0,0,1,0,337
8374,2017-12-04,2017,12,4,19.55555555555556,0,0,1,0,338
8375,2017-12-05,2017,12,5,23.833333333333336,0,0,1,0,339
8376,2017-12-06,2017,12,6,24.444444444444443,0,0,1,0,340
8377,2017-12-07,2017,12,7,25.33333333333333,0,0,1,0,341
8378,2017-12-08,2017,12,8,23.22222222222222,0,0,1,0,342
8379,2017-12-09,2017,12,9,19.77777777777777,0,0,1,0,343
8380,2017-12-10,2017,12,10,21.5,0,0,1,0,344
8381,2017-12-11,2017,12,11,19.444444444444443,0,0,1,0,345
8382,2017-12-12,2017,12,12,18.111111111111107,0,0,1,0,346
8383,2017-12-13,2017,12,13,16.333333333333332,0,0,1,0,347
8384,2017-12-14,2017,12,14,17.77777777777778,0,0,1,0,348
8385,2017-12-15,2017,12,15,20.0,0,0,1,0,349
8386,2017-12-16,2017,12,16,20.05555555555556,0,0,1,0,350
8387,2017-12-17,2017,12,17,20.777777777777786,0,0,1,0,351
8388,2017-12-18,2017,12,18,19.55555555555556,0,0,1,0,352
8389,2017-12-19,2017,12,19,19.61111111111111,0,0,1,0,353
8390,2017-12-20,2017,12,20,20.611111111111107,0,0,1,0,354
8391,2017-12-21,2017,12,21,20.11111111111111,0,0,1,0,355
8392,2017-12-22,2017,12,22,19.72222222222222,0,0,1,0,356
8393,2017-12-23,2017,12,23,19.66666666666667,0,0,1,0,357
8394,2017-12-24,2017,12,24,19.111111111111114,0,0,1,0,358
8395,2017-12-25,2017,12,25,18.000000000000004,0,0,1,0,359
8396,2017-12-26,2017,12,26,19.5,0,0,1,0,360
8397,2017-12-27,2017,12,27,19.388888888888893,0,0,1,0,361
8398,2017-12-28,2017,12,28,21.55555555555556,0,0,1,0,362
8399,2017-12-29,2017,12,29,22.11111111111111,0,0,1,0,363
8400,2017-12-30,2017,12,30,22.11111111111111,0,0,1,0,364
8401,2017-12-31,2017,12,31,19.33333333333333,0,0,1,0,365
8402,2018-01-01,2018,1,1,18.000000000000004,0,0,1,0,1
8403,2018-01-02,2018,1,2,18.666666666666664,0,0,1,0,2
8404,2018-01-03,2018,1,3,23.05555555555556,0,0,1,0,3
8406,2018-01-05,2018,1,5,20.500000000000004,0,0,1,0,5
8407,2018-01-06,2018,1,6,22.16666666666667,0,0,1,0,6
8408,2018-01-07,2018,1,7,18.61111111111111,0,0,1,0,7
8409,2018-01-08,2018,1,8,18.33333333333333,0,0,1,0,8
8410,2018-01-09,2018,1,9,18.944444444444443,0,0,1,0,9
8411,2018-01-10,2018,1,10,23.444444444444443,0,0,1,0,10
8412,2018-01-11,2018,1,11,24.22222222222221,0,0,1,0,11
8413,2018-01-12,2018,1,12,21.83333333333333,0,0,1,0,12
8414,2018-01-13,2018,1,13,21.888888888888893,0,0,1,0,13
8415,2018-01-14,2018,1,14,22.16666666666667,0,0,1,0,14
8416,2018-01-15,2018,1,15,19.66666666666667,0,0,1,0,15
8417,2018-01-16,2018,1,16,22.33333333333333,0,0,1,0,16
8418,2018-01-17,2018,1,17,24.111111111111114,0,0,1,0,17
8419,2018-01-18,2018,1,18,23.33333333333333,0,0,1,0,18
8420,2018-01-19,2018,1,19,23.55555555555556,0,0,1,0,19
8421,2018-01-20,2018,1,20,26.0,0,0,1,0,20
8422,2018-01-21,2018,1,21,21.27777777777778,0,0,1,0,21
8423,2018-01-22,2018,1,22,22.0,0,0,1,0,22
8424,2018-01-23,2018,1,23,22.0,0,0,1,0,23
8425,2018-01-24,2018,1,24,20.944444444444443,0,0,1,0,24
8426,2018-01-25,2018,1,25,21.5,0,0,1,0,25
8427,2018-01-26,2018,1,26,21.77777777777778,0,0,1,0,26
8428,2018-01-27,2018,1,27,20.72222222222222,0,0,1,0,27
8429,2018-01-28,2018,1,28,23.05555555555556,0,0,1,0,28
8430,2018-01-29,2018,1,29,26.166666666666664,0,0,1,0,29
8431,2018-01-30,2018,1,30,21.0,0,0,1,0,30
8432,2018-01-31,2018,1,31,21.55555555555556,0,0,1,0,31
8433,2018-02-01,2018,2,1,21.611111111111114,0,0,1,0,32
8434,2018-02-02,2018,2,2,19.83333333333333,0,0,1,0,33
8435,2018-02-03,2018,2,3,20.222222222222225,0,0,1,0,34
8436,2018-02-04,2018,2,4,19.83333333333333,0,0,1,0,35
8437,2018-02-05,2018,2,5,24.05555555555556,0,0,1,0,36
8438,2018-02-06,2018,2,6,22.0,0,0,1,0,37
8439,2018-02-07,2018,2,7,22.83333333333333,0,0,1,0,38
8440,2018-02-08,2018,2,8,23.33333333333333,0,0,1,0,39
8441,2018-02-09,2018,2,9,20.777777777777786,0,0,1,0,40
8442,2018-02-10,2018,2,10,18.666666666666664,0,0,1,0,41
8443,2018-02-11,2018,2,11,22.0,0,0,1,0,42
8444,2018-02-12,2018,2,12,24.388888888888893,0,0,1,0,43
8445,2018-02-13,2018,2,13,24.5,0,0,1,0,44
8446,2018-02-14,2018,2,14,22.0,0,0,1,0,45
8447,2018-02-15,2018,2,15,21.611111111111114,0,0,1,0,46
8448,2018-02-16,2018,2,16,20.72222222222222,0,0,1,0,47
8449,2018-02-17,2018,2,17,21.55555555555556,0,0,1,0,48
8450,2018-02-18,2018,2,18,20.611111111111107,0,0,1,0,49
8451,2018-02-19,2018,2,19,21.22222222222222,0,0,1,0,50
8452,2018-02-20,2018,2,20,21.0,0,0,1,0,51
8453,2018-02-21,2018,2,21,23.72222222222222,0,0,1,0,52
8454,2018-02-22,2018,2,22,23.72222222222222,0,0,1,0,53
8455,2018-02-23,2018,2,23,19.61111111111111,0,0,1,0,54
8456,2018-02-24,2018,2,24,16.5,0,0,1,0,55
8457,2018-02-25,2018,2,25,19.444444444444443,0,0,1,0,56
8458,2018-02-26,2018,2,26,20.611111111111107,0,0,1,0,57
8459,2018-02-27,2018,2,27,19.61111111111111,0,0,1,0,58
8460,2018-02-28,2018,2,28,19.66666666666667,0,0,1,0,59
8461,2018-03-01,2018,3,1,21.5,0,0,1,0,60
8462,2018-03-02,2018,3,2,22.944444444444443,0,0,1,0,61
8463,2018-03-03,2018,3,3,22.0,0,0,1,0,62
8464,2018-03-04,2018,3,4,20.88888888888889,0,0,1,0,63
8465,2018-03-05,2018,3,5,22.33333333333333,0,0,1,0,64
8466,2018-03-06,2018,3,6,20.222222222222225,0,0,1,0,65
8467,2018-03-07,2018,3,7,19.66666666666667,0,0,1,0,66
8468,2018-03-08,2018,3,8,19.27777777777778,0,0,1,0,67
8469,2018-03-09,2018,3,9,18.111111111111107,0,0,1,0,68
8470,2018-03-10,2018,3,10,18.277777777777786,0,0,1,0,69
8471,2018-03-11,2018,3,11,20.05555555555556,0,0,1,0,70
8472,2018-03-12,2018,3,12,22.0,0,0,1,0,71
8473,2018-03-13,2018,3,13,20.05555555555556,0,0,1,0,72
8474,2018-03-14,2018,3,14,19.72222222222222,0,0,1,0,73
8475,2018-03-15,2018,3,15,17.38888888888889,0,0,1,0,74
8476,2018-03-16,2018,3,16,18.38888888888889,0,0,1,0,75
8477,2018-03-17,2018,3,17,20.27777777777778,0,0,1,0,76
8478,2018-03-18,2018,3,18,19.0,0,0,1,0,77
8479,2018-03-19,2018,3,19,19.0,0,0,1,0,78
8480,2018-03-20,2018,3,20,18.38888888888889,0,0,1,0,79
8481,2018-03-21,2018,3,21,19.444444444444443,0,0,1,0,80
8482,2018-03-22,2018,3,22,20.944444444444443,0,0,1,0,81
8483,2018-03-23,2018,3,23,19.33333333333333,0,0,1,0,82
8484,2018-03-24,2018,3,24,17.22222222222222,0,0,1,0,83
8485,2018-03-25,2018,3,25,16.61111111111111,0,0,1,0,84
8486,2018-03-26,2018,3,26,16.555555555555557,0,0,1,0,85
8487,2018-03-27,2018,3,27,18.05555555555556,0,0,1,0,86
8488,2018-03-28,2018,3,28,17.83333333333333,0,0,1,0,87
8489,2018-03-29,2018,3,29,17.555555555555557,0,0,1,0,88
8490,2018-03-30,2018,3,30,17.88888888888889,0,0,1,0,89
8491,2018-03-31,2018,3,31,18.666666666666664,0,0,1,0,90
8492,2018-04-01,2018,4,1,20.944444444444443,0,0,1,0,91
8493,2018-04-02,2018,4,2,19.66666666666667,0,0,1,0,92
8494,2018-04-03,2018,4,3,20.666666666666668,0,0,1,0,93
8495,2018-04-04,2018,4,4,18.88888888888889,0,0,1,0,94
8496,2018-04-05,2018,4,5,18.05555555555556,0,0,1,0,95
8497,2018-04-06,2018,4,6,16.5,0,0,1,0,96
8498,2018-04-07,2018,4,7,16.0,0,0,1,0,97
8499,2018-04-08,2018,4,8,18.22222222222222,0,0,1,0,98
8500,2018-04-09,2018,4,9,18.38888888888889,0,0,1,0,99
8501,2018-04-10,2018,4,10,19.27777777777778,0,0,1,0,100
8502,2018-04-11,2018,4,11,17.166666666666668,0,0,1,0,101
8503,2018-04-12,2018,4,12,19.05555555555556,0,0,1,0,102
8504,2018-04-13,2018,4,13,17.944444444444443,0,0,1,0,103
8505,2018-04-14,2018,4,14,17.944444444444443,0,0,1,0,104
8506,2018-04-15,2018,4,15,18.61111111111111,0,0,1,0,105
8507,2018-04-16,2018,4,16,20.0,0,0,1,0,106
8508,2018-04-17,2018,4,17,16.555555555555557,0,0,1,0,107
8509,2018-04-18,2018,4,18,15.72222222222222,0,0,1,0,108
8510,2018-04-19,2018,4,19,13.61111111111111,0,0,1,0,109
8511,2018-04-20,2018,4,20,14.444444444444445,0,0,1,0,110
8512,2018-04-21,2018,4,21,15.11111111111111,0,0,1,0,111
8513,2018-04-22,2018,4,22,16.333333333333332,0,0,1,0,112
8514,2018-04-23,2018,4,23,16.555555555555557,0,0,1,0,113
8515,2018-04-24,2018,4,24,16.61111111111111,0,0,1,0,114
8516,2018-04-25,2018,4,25,15.61111111111111,0,0,1,0,115
8517,2018-04-26,2018,4,26,15.833333333333334,0,0,1,0,116
8518,2018-04-27,2018,4,27,15.333333333333334,0,0,1,0,117
8519,2018-04-28,2018,4,28,14.444444444444445,0,0,1,0,118
8520,2018-04-29,2018,4,29,15.0,0,0,1,0,119
8521,2018-04-30,2018,4,30,15.666666666666666,0,0,1,0,120
8522,2018-05-01,2018,5,1,15.22222222222222,0,0,1,0,121
8523,2018-05-02,2018,5,2,15.444444444444445,0,0,1,0,122
8524,2018-05-03,2018,5,3,17.11111111111111,0,0,1,0,123
8525,2018-05-04,2018,5,4,17.666666666666668,0,0,1,0,124
8526,2018-05-05,2018,5,5,16.166666666666668,0,0,1,0,125
8527,2018-05-06,2018,5,6,16.11111111111111,0,0,1,0,126
8528,2018-05-07,2018,5,7,18.944444444444443,0,0,1,0,127
8529,2018-05-08,2018,5,8,15.0,0,0,1,0,128
8530,2018-05-09,2018,5,9,14.77777777777778,0,0,1,0,129
8531,2018-05-10,2018,5,10,13.444444444444446,0,0,1,0,130
8532,2018-05-11,2018,5,11,13.722222222222223,0,0,1,0,131
8533,2018-05-12,2018,5,12,15.555555555555555,0,0,1,0,132
8534,2018-05-13,2018,5,13,15.444444444444445,0,0,1,0,133
8535,2018-05-14,2018,5,14,16.555555555555557,0,0,1,0,134
8536,2018-05-15,2018,5,15,15.22222222222222,0,0,1,0,135
8537,2018-05-16,2018,5,16,17.555555555555557,0,0,1,0,136
8538,2018-05-17,2018,5,17,18.666666666666664,0,0,1,0,137
8539,2018-05-18,2018,5,18,18.944444444444443,0,0,1,0,138
8540,2018-05-19,2018,5,19,17.444444444444443,0,0,1,0,139
8541,2018-05-20,2018,5,20,17.0,0,0,1,0,140
8542,2018-05-21,2018,5,21,16.555555555555557,0,0,1,0,141
8543,2018-05-22,2018,5,22,16.38888888888889,0,0,1,0,142
8544,2018-05-23,2018,5,23,17.27777777777778,0,0,1,0,143
8545,2018-05-24,2018,5,24,15.72222222222222,0,0,1,0,144
8546,2018-05-25,2018,5,25,13.833333333333334,0,0,1,0,145
8547,2018-05-26,2018,5,26,9.77777777777778,0,0,1,0,146
8548,2018-05-27,2018,5,27,13.833333333333334,0,0,1,0,147
8549,2018-05-28,2018,5,28,15.0,0,0,1,0,148
8550,2018-05-29,2018,5,29,12.833333333333334,0,0,1,0,149
8551,2018-05-30,2018,5,30,13.11111111111111,0,0,1,0,150
8552,2018-05-31,2018,5,31,14.5,0,0,1,0,151
8553,2018-06-01,2018,6,1,13.944444444444445,0,0,1,0,152
8554,2018-06-02,2018,6,2,14.666666666666666,0,0,1,0,153
8555,2018-06-03,2018,6,3,12.5,0,0,1,0,154
8556,2018-06-04,2018,6,4,10.388888888888893,0,0,1,0,155
8557,2018-06-05,2018,6,5,11.77777777777778,0,0,1,0,156
8558,2018-06-06,2018,6,6,15.72222222222222,0,0,1,0,157
8559,2018-06-07,2018,6,7,16.0,0,0,1,0,158
8560,2018-06-08,2018,6,8,14.72222222222222,0,0,1,0,159
8561,2018-06-09,2018,6,9,15.38888888888889,0,0,1,0,160
8562,2018-06-10,2018,6,10,12.666666666666664,0,0,1,0,161
8563,2018-06-11,2018,6,11,10.944444444444446,0,0,1,0,162
8564,2018-06-12,2018,6,12,18.38888888888889,0,0,1,0,163
8565,2018-06-13,2018,6,13,19.388888888888893,0,0,1,0,164
8566,2018-06-14,2018,6,14,15.22222222222222,0,0,1,0,165
8567,2018-06-15,2018,6,15,13.944444444444445,0,0,1,0,166
8568,2018-06-16,2018,6,16,12.333333333333336,0,0,1,0,167
8569,2018-06-17,2018,6,17,14.055555555555554,0,0,1,0,168
8570,2018-06-18,2018,6,18,14.333333333333334,0,0,1,0,169
8571,2018-06-19,2018,6,19,13.833333333333334,0,0,1,0,170
8572,2018-06-20,2018,6,20,12.055555555555555,0,0,1,0,171
8573,2018-06-21,2018,6,21,12.27777777777778,0,0,1,0,172
8574,2018-06-22,2018,6,22,14.61111111111111,0,0,1,0,173
8575,2018-06-23,2018,6,23,14.27777777777778,0,0,1,0,174
8576,2018-06-24,2018,6,24,13.27777777777778,0,0,1,0,175
8577,2018-06-25,2018,6,25,13.499999999999998,0,0,1,0,176
8578,2018-06-26,2018,6,26,12.111111111111107,0,0,1,0,177
8579,2018-06-27,2018,6,27,12.72222222222222,0,0,1,0,178
8580,2018-06-28,2018,6,28,10.88888888888889,0,0,1,0,179
8581,2018-06-29,2018,6,29,12.388888888888888,0,0,1,0,180
8582,2018-06-30,2018,6,30,14.88888888888889,0,0,1,0,181
8583,2018-07-01,2018,7,1,13.27777777777778,0,0,1,0,182
8584,2018-07-02,2018,7,2,9.333333333333332,0,0,1,0,183
8585,2018-07-03,2018,7,3,11.277777777777777,0,0,1,0,184
8586,2018-07-04,2018,7,4,10.944444444444446,0,0,1,0,185
8587,2018-07-05,2018,7,5,12.77777777777778,0,0,1,0,186
8588,2018-07-06,2018,7,6,12.833333333333334,0,0,1,0,187
8589,2018-07-07,2018,7,7,14.22222222222222,0,0,1,0,188
8590,2018-07-08,2018,7,8,14.11111111111111,0,0,1,0,189
8591,2018-07-09,2018,7,9,16.833333333333332,0,0,1,0,190
8592,2018-07-10,2018,7,10,13.833333333333334,0,0,1,0,191
8593,2018-07-11,2018,7,11,18.111111111111107,0,0,1,0,192
8594,2018-07-12,2018,7,12,12.833333333333334,0,0,1,0,193
8595,2018-07-13,2018,7,13,10.22222222222222,0,0,1,0,194
8596,2018-07-14,2018,7,14,11.055555555555555,0,0,1,0,195
