,Date,Year,Month,Day,Country_Israel,DayOfYear
19403,1997-05-21,1997,5,21,1,141
19404,1997-05-22,1997,5,22,1,142
19405,1997-05-23,1997,5,23,1,143
19406,1997-05-24,1997,5,24,1,144
19407,1997-05-25,1997,5,25,1,145
19408,1997-05-26,1997,5,26,1,146
19409,1997-05-27,1997,5,27,1,147
19410,1997-05-28,1997,5,28,1,148
19411,1997-05-29,1997,5,29,1,149
19412,1997-05-30,1997,5,30,1,150
19413,1997-05-31,1997,5,31,1,151
19414,1997-06-01,1997,6,1,1,152
19415,1997-06-02,1997,6,2,1,153
19416,1997-06-03,1997,6,3,1,154
19417,1997-06-04,1997,6,4,1,155
19418,1997-06-05,1997,6,5,1,156
19419,1997-06-06,1997,6,6,1,157
19420,1997-06-07,1997,6,7,1,158
19421,1997-06-08,1997,6,8,1,159
19422,1997-06-09,1997,6,9,1,160
19423,1997-06-10,1997,6,10,1,161
19424,1997-06-11,1997,6,11,1,162
19425,1997-06-12,1997,6,12,1,163
19426,1997-06-13,1997,6,13,1,164
19427,1997-06-14,1997,6,14,1,165
19428,1997-06-15,1997,6,15,1,166
19429,1997-06-16,1997,6,16,1,167
19430,1997-06-17,1997,6,17,1,168
19431,1997-06-18,1997,6,18,1,169
19432,1997-06-19,1997,6,19,1,170
19433,1997-06-20,1997,6,20,1,171
19434,1997-06-21,1997,6,21,1,172
19435,1997-06-22,1997,6,22,1,173
19436,1997-06-23,1997,6,23,1,174
19437,1997-06-24,1997,6,24,1,175
19438,1997-06-25,1997,6,25,1,176
19439,1997-06-26,1997,6,26,1,177
19440,1997-06-27,1997,6,27,1,178
19441,1997-06-28,1997,6,28,1,179
19442,1997-06-29,1997,6,29,1,180
19443,1997-06-30,1997,6,30,1,181
19444,1997-07-01,1997,7,1,1,182
19445,1997-07-02,1997,7,2,1,183
19446,1997-07-03,1997,7,3,1,184
19447,1997-07-04,1997,7,4,1,185
19448,1997-07-05,1997,7,5,1,186
19449,1997-07-06,1997,7,6,1,187
19450,1997-07-07,1997,7,7,1,188
19451,1997-07-08,1997,7,8,1,189
19452,1997-07-09,1997,7,9,1,190
19453,1997-07-10,1997,7,10,1,191
19454,1997-07-11,1997,7,11,1,192
19455,1997-07-12,1997,7,12,1,193
19456,1997-07-13,1997,7,13,1,194
19457,1997-07-14,1997,7,14,1,195
19458,1997-07-15,1997,7,15,1,196
19459,1997-07-16,1997,7,16,1,197
19460,1997-07-17,1997,7,17,1,198
19461,1997-07-18,1997,7,18,1,199
19462,1997-07-19,1997,7,19,1,200
19463,1997-07-20,1997,7,20,1,201
19464,1997-07-21,1997,7,21,1,202
19465,1997-07-22,1997,7,22,1,203
19466,1997-07-23,1997,7,23,1,204
19467,1997-07-24,1997,7,24,1,205
19468,1997-07-25,1997,7,25,1,206
19469,1997-07-26,1997,7,26,1,207
19470,1997-07-27,1997,7,27,1,208
19471,1997-07-28,1997,7,28,1,209
19472,1997-07-29,1997,7,29,1,210
19473,1997-07-30,1997,7,30,1,211
19474,1997-07-31,1997,7,31,1,212
19475,1997-08-01,1997,8,1,1,213
19476,1997-08-02,1997,8,2,1,214
19477,1997-08-03,1997,8,3,1,215
19478,1997-08-04,1997,8,4,1,216
19479,1997-08-05,1997,8,5,1,217
19480,1997-08-06,1997,8,6,1,218
19482,1997-08-08,1997,8,8,1,220
19483,1997-08-09,1997,8,9,1,221
19484,1997-08-10,1997,8,10,1,222
19485,1997-08-11,1997,8,11,1,223
19486,1997-08-12,1997,8,12,1,224
19487,1997-08-13,1997,8,13,1,225
19488,1997-08-14,1997,8,14,1,226
19489,1997-08-15,1997,8,15,1,227
19490,1997-08-16,1997,8,16,1,228
19491,1997-08-17,1997,8,17,1,229
19492,1997-08-18,1997,8,18,1,230
19493,1997-08-19,1997,8,19,1,231
19494,1997-08-20,1997,8,20,1,232
19495,1997-08-21,1997,8,21,1,233
19496,1997-08-22,1997,8,22,1,234
19497,1997-08-23,1997,8,23,1,235
19498,1997-08-24,1997,8,24,1,236
19499,1997-08-25,1997,8,25,1,237
19500,1997-08-26,1997,8,26,1,238
19501,1997-08-27,1997,8,27,1,239
19502,1997-08-28,1997,8,28,1,240
19503,1997-08-29,1997,8,29,1,241
19504,1997-08-30,1997,8,30,1,242
19505,1997-08-31,1997,8,31,1,243
19506,1997-09-01,1997,9,1,1,244
19507,1997-09-02,1997,9,2,1,245
19508,1997-09-03,1997,9,3,1,246
19509,1997-09-04,1997,9,4,1,247
19510,1997-09-05,1997,9,5,1,248
19511,1997-09-06,1997,9,6,1,249
19512,1997-09-07,1997,9,7,1,250
19513,1997-09-08,1997,9,8,1,251
19514,1997-09-09,1997,9,9,1,252
19515,1997-09-10,1997,9,10,1,253
19516,1997-09-11,1997,9,11,1,254
19517,1997-09-12,1997,9,12,1,255
19518,1997-09-13,1997,9,13,1,256
19519,1997-09-14,1997,9,14,1,257
19520,1997-09-15,1997,9,15,1,258
19521,1997-09-16,1997,9,16,1,259
19522,1997-09-17,1997,9,17,1,260
19523,1997-09-18,1997,9,18,1,261
19524,1997-09-19,1997,9,19,1,262
19525,1997-09-20,1997,9,20,1,263
19526,1997-09-21,1997,9,21,1,264
19527,1997-09-22,1997,9,22,1,265
19528,1997-09-23,1997,9,23,1,266
19529,1997-09-24,1997,9,24,1,267
19530,1997-09-25,1997,9,25,1,268
19531,1997-09-26,1997,9,26,1,269
19532,1997-09-27,1997,9,27,1,270
19533,1997-09-28,1997,9,28,1,271
19534,1997-09-29,1997,9,29,1,272
19535,1997-09-30,1997,9,30,1,273
19536,1997-10-01,1997,10,1,1,274
19537,1997-10-02,1997,10,2,1,275
19538,1997-10-03,1997,10,3,1,276
19539,1997-10-04,1997,10,4,1,277
19540,1997-10-05,1997,10,5,1,278
19541,1997-10-06,1997,10,6,1,279
19542,1997-10-07,1997,10,7,1,280
19543,1997-10-08,1997,10,8,1,281
19544,1997-10-09,1997,10,9,1,282
19545,1997-10-10,1997,10,10,1,283
19546,1997-10-11,1997,10,11,1,284
19547,1997-10-12,1997,10,12,1,285
19548,1997-10-13,1997,10,13,1,286
19549,1997-10-14,1997,10,14,1,287
19550,1997-10-15,1997,10,15,1,288
19551,1997-10-16,1997,10,16,1,289
19552,1997-10-17,1997,10,17,1,290
19553,1997-10-18,1997,10,18,1,291
19554,1997-10-19,1997,10,19,1,292
19555,1997-10-20,1997,10,20,1,293
19556,1997-10-21,1997,10,21,1,294
19557,1997-10-22,1997,10,22,1,295
19558,1997-10-23,1997,10,23,1,296
19559,1997-10-24,1997,10,24,1,297
19560,1997-10-25,1997,10,25,1,298
19561,1997-10-26,1997,10,26,1,299
19562,1997-10-27,1997,10,27,1,300
19563,1997-10-28,1997,10,28,1,301
19564,1997-10-29,1997,10,29,1,302
19565,1997-10-30,1997,10,30,1,303
19566,1997-10-31,1997,10,31,1,304
19567,1997-11-01,1997,11,1,1,305
19568,1997-11-02,1997,11,2,1,306
19569,1997-11-03,1997,11,3,1,307
19570,1997-11-04,1997,11,4,1,308
19571,1997-11-05,1997,11,5,1,309
19572,1997-11-06,1997,11,6,1,310
19573,1997-11-07,1997,11,7,1,311
19574,1997-11-08,1997,11,8,1,312
19575,1997-11-09,1997,11,9,1,313
19576,1997-11-10,1997,11,10,1,314
19577,1997-11-11,1997,11,11,1,315
19578,1997-11-12,1997,11,12,1,316
19579,1997-11-13,1997,11,13,1,317
19580,1997-11-14,1997,11,14,1,318
19581,1997-11-15,1997,11,15,1,319
19582,1997-11-16,1997,11,16,1,320
19583,1997-11-17,1997,11,17,1,321
19584,1997-11-18,1997,11,18,1,322
19585,1997-11-19,1997,11,19,1,323
19586,1997-11-20,1997,11,20,1,324
19587,1997-11-21,1997,11,21,1,325
19588,1997-11-22,1997,11,22,1,326
19589,1997-11-23,1997,11,23,1,327
19590,1997-11-24,1997,11,24,1,328
19591,1997-11-25,1997,11,25,1,329
19592,1997-11-26,1997,11,26,1,330
19593,1997-11-27,1997,11,27,1,331
19594,1997-11-28,1997,11,28,1,332
19595,1997-11-29,1997,11,29,1,333
19596,1997-11-30,1997,11,30,1,334
19597,1997-12-01,1997,12,1,1,335
19598,1997-12-02,1997,12,2,1,336
19602,1997-12-06,1997,12,6,1,340
19603,1997-12-07,1997,12,7,1,341
19604,1997-12-08,1997,12,8,1,342
19605,1997-12-09,1997,12,9,1,343
19606,1997-12-10,1997,12,10,1,344
19607,1997-12-11,1997,12,11,1,345
19608,1997-12-12,1997,12,12,1,346
19609,1997-12-13,1997,12,13,1,347
19610,1997-12-14,1997,12,14,1,348
19611,1997-12-15,1997,12,15,1,349
19612,1997-12-16,1997,12,16,1,350
19613,1997-12-17,1997,12,17,1,351
19614,1997-12-18,1997,12,18,1,352
19615,1997-12-19,1997,12,19,1,353
19616,1997-12-20,1997,12,20,1,354
19617,1997-12-21,1997,12,21,1,355
19618,1997-12-22,1997,12,22,1,356
19619,1997-12-23,1997,12,23,1,357
19620,1997-12-24,1997,12,24,1,358
19621,1997-12-25,1997,12,25,1,359
19622,1997-12-26,1997,12,26,1,360
19623,1997-12-27,1997,12,27,1,361
19624,1997-12-28,1997,12,28,1,362
19625,1997-12-29,1997,12,29,1,363
19626,1997-12-30,1997,12,30,1,364
19627,1997-12-31,1997,12,31,1,365
19628,1998-01-01,1998,1,1,1,1
19629,1998-01-02,1998,1,2,1,2
19630,1998-01-03,1998,1,3,1,3
19631,1998-01-04,1998,1,4,1,4
19632,1998-01-05,1998,1,5,1,5
19633,1998-01-06,1998,1,6,1,6
19634,1998-01-07,1998,1,7,1,7
19635,1998-01-08,1998,1,8,1,8
19636,1998-01-09,1998,1,9,1,9
19637,1998-01-10,1998,1,10,1,10
19638,1998-01-11,1998,1,11,1,11
19639,1998-01-12,1998,1,12,1,12
19640,1998-01-13,1998,1,13,1,13
19641,1998-01-14,1998,1,14,1,14
19642,1998-01-15,1998,1,15,1,15
19643,1998-01-16,1998,1,16,1,16
19644,1998-01-17,1998,1,17,1,17
19645,1998-01-18,1998,1,18,1,18
19646,1998-01-19,1998,1,19,1,19
19647,1998-01-20,1998,1,20,1,20
19648,1998-01-21,1998,1,21,1,21
19649,1998-01-22,1998,1,22,1,22
19650,1998-01-23,1998,1,23,1,23
19651,1998-01-24,1998,1,24,1,24
19652,1998-01-25,1998,1,25,1,25
19653,1998-01-26,1998,1,26,1,26
19654,1998-01-27,1998,1,27,1,27
19655,1998-01-28,1998,1,28,1,28
19656,1998-01-29,1998,1,29,1,29
19657,1998-01-30,1998,1,30,1,30
19658,1998-01-31,1998,1,31,1,31
19659,1998-02-01,1998,2,1,1,32
19660,1998-02-02,1998,2,2,1,33
19661,1998-02-03,1998,2,3,1,34
19664,1998-02-06,1998,2,6,1,37
19665,1998-02-07,1998,2,7,1,38
19666,1998-02-08,1998,2,8,1,39
19667,1998-02-09,1998,2,9,1,40
19683,1998-02-25,1998,2,25,1,56
19684,1998-02-26,1998,2,26,1,57
19685,1998-02-27,1998,2,27,1,58
19686,1998-02-28,1998,2,28,1,59
19687,1998-03-01,1998,3,1,1,60
19688,1998-03-02,1998,3,2,1,61
19689,1998-03-03,1998,3,3,1,62
19690,1998-03-04,1998,3,4,1,63
19691,1998-03-05,1998,3,5,1,64
19692,1998-03-06,1998,3,6,1,65
19693,1998-03-07,1998,3,7,1,66
19694,1998-03-08,1998,3,8,1,67
19695,1998-03-09,1998,3,9,1,68
19696,1998-03-10,1998,3,10,1,69
19697,1998-03-11,1998,3,11,1,70
19698,1998-03-12,1998,3,12,1,71
19699,1998-03-13,1998,3,13,1,72
19700,1998-03-14,1998,3,14,1,73
19701,1998-03-15,1998,3,15,1,74
19702,1998-03-16,1998,3,16,1,75
19703,1998-03-17,1998,3,17,1,76
19704,1998-03-18,1998,3,18,1,77
19705,1998-03-19,1998,3,19,1,78
19706,1998-03-20,1998,3,20,1,79
19707,1998-03-21,1998,3,21,1,80
19708,1998-03-22,1998,3,22,1,81
19709,1998-03-23,1998,3,23,1,82
19710,1998-03-24,1998,3,24,1,83
19711,1998-03-25,1998,3,25,1,84
19712,1998-03-26,1998,3,26,1,85
19713,1998-03-27,1998,3,27,1,86
19714,1998-03-28,1998,3,28,1,87
19715,1998-03-29,1998,3,29,1,88
19717,1998-03-31,1998,3,31,1,90
19718,1998-04-01,1998,4,1,1,91
19719,1998-04-02,1998,4,2,1,92
19724,1998-04-07,1998,4,7,1,97
19725,1998-04-08,1998,4,8,1,98
19726,1998-04-09,1998,4,9,1,99
19727,1998-04-10,1998,4,10,1,100
19728,1998-04-11,1998,4,11,1,101
19730,1998-04-13,1998,4,13,1,103
19731,1998-04-14,1998,4,14,1,104
19732,1998-04-15,1998,4,15,1,105
19733,1998-04-16,1998,4,16,1,106
19734,1998-04-17,1998,4,17,1,107
19735,1998-04-18,1998,4,18,1,108
19736,1998-04-19,1998,4,19,1,109
19737,1998-04-20,1998,4,20,1,110
19738,1998-04-21,1998,4,21,1,111
19739,1998-04-22,1998,4,22,1,112
19740,1998-04-23,1998,4,23,1,113
19741,1998-04-24,1998,4,24,1,114
19742,1998-04-25,1998,4,25,1,115
19743,1998-04-26,1998,4,26,1,116
19744,1998-04-27,1998,4,27,1,117
19745,1998-04-28,1998,4,28,1,118
19746,1998-04-29,1998,4,29,1,119
19747,1998-04-30,1998,4,30,1,120
19748,1998-05-01,1998,5,1,1,121
19749,1998-05-02,1998,5,2,1,122
19750,1998-05-03,1998,5,3,1,123
19751,1998-05-04,1998,5,4,1,124
19752,1998-05-05,1998,5,5,1,125
19753,1998-05-06,1998,5,6,1,126
19754,1998-05-07,1998,5,7,1,127
19755,1998-05-08,1998,5,8,1,128
19756,1998-05-09,1998,5,9,1,129
19757,1998-05-10,1998,5,10,1,130
19758,1998-05-11,1998,5,11,1,131
19759,1998-05-12,1998,5,12,1,132
19760,1998-05-13,1998,5,13,1,133
19761,1998-05-14,1998,5,14,1,134
19762,1998-05-15,1998,5,15,1,135
19763,1998-05-16,1998,5,16,1,136
19764,1998-05-17,1998,5,17,1,137
19765,1998-05-18,1998,5,18,1,138
19766,1998-05-19,1998,5,19,1,139
19767,1998-05-20,1998,5,20,1,140
19768,1998-05-21,1998,5,21,1,141
19769,1998-05-22,1998,5,22,1,142
19770,1998-05-23,1998,5,23,1,143
19771,1998-05-24,1998,5,24,1,144
19772,1998-05-25,1998,5,25,1,145
19773,1998-05-26,1998,5,26,1,146
19774,1998-05-27,1998,5,27,1,147
19775,1998-05-28,1998,5,28,1,148
19776,1998-05-29,1998,5,29,1,149
19777,1998-05-30,1998,5,30,1,150
19778,1998-05-31,1998,5,31,1,151
19779,1998-06-01,1998,6,1,1,152
19780,1998-06-02,1998,6,2,1,153
19781,1998-06-03,1998,6,3,1,154
19782,1998-06-04,1998,6,4,1,155
19783,1998-06-05,1998,6,5,1,156
19784,1998-06-06,1998,6,6,1,157
19785,1998-06-07,1998,6,7,1,158
19786,1998-06-08,1998,6,8,1,159
19787,1998-06-09,1998,6,9,1,160
19788,1998-06-10,1998,6,10,1,161
19789,1998-06-11,1998,6,11,1,162
19790,1998-06-12,1998,6,12,1,163
19791,1998-06-13,1998,6,13,1,164
19792,1998-06-14,1998,6,14,1,165
19793,1998-06-15,1998,6,15,1,166
19794,1998-06-16,1998,6,16,1,167
19795,1998-06-17,1998,6,17,1,168
19796,1998-06-18,1998,6,18,1,169
19797,1998-06-19,1998,6,19,1,170
19798,1998-06-20,1998,6,20,1,171
19799,1998-06-21,1998,6,21,1,172
19800,1998-06-22,1998,6,22,1,173
19801,1998-06-23,1998,6,23,1,174
19802,1998-06-24,1998,6,24,1,175
19803,1998-06-25,1998,6,25,1,176
19804,1998-06-26,1998,6,26,1,177
19805,1998-06-27,1998,6,27,1,178
19806,1998-06-28,1998,6,28,1,179
19807,1998-06-29,1998,6,29,1,180
19808,1998-06-30,1998,6,30,1,181
19809,1998-07-01,1998,7,1,1,182
19810,1998-07-02,1998,7,2,1,183
19811,1998-07-03,1998,7,3,1,184
19812,1998-07-04,1998,7,4,1,185
19813,1998-07-05,1998,7,5,1,186
19814,1998-07-06,1998,7,6,1,187
19815,1998-07-07,1998,7,7,1,188
19816,1998-07-08,1998,7,8,1,189
19817,1998-07-09,1998,7,9,1,190
19818,1998-07-10,1998,7,10,1,191
19819,1998-07-11,1998,7,11,1,192
19820,1998-07-12,1998,7,12,1,193
19821,1998-07-13,1998,7,13,1,194
19822,1998-07-14,1998,7,14,1,195
19823,1998-07-15,1998,7,15,1,196
19824,1998-07-16,1998,7,16,1,197
19825,1998-07-17,1998,7,17,1,198
19826,1998-07-18,1998,7,18,1,199
19827,1998-07-19,1998,7,19,1,200
19828,1998-07-20,1998,7,20,1,201
19829,1998-07-21,1998,7,21,1,202
19830,1998-07-22,1998,7,22,1,203
19831,1998-07-23,1998,7,23,1,204
19832,1998-07-24,1998,7,24,1,205
19833,1998-07-25,1998,7,25,1,206
19834,1998-07-26,1998,7,26,1,207
19835,1998-07-27,1998,7,27,1,208
19836,1998-07-28,1998,7,28,1,209
19837,1998-07-29,1998,7,29,1,210
19838,1998-07-30,1998,7,30,1,211
19839,1998-07-31,1998,7,31,1,212
19840,1998-08-01,1998,8,1,1,213
19841,1998-08-02,1998,8,2,1,214
19842,1998-08-03,1998,8,3,1,215
19843,1998-08-04,1998,8,4,1,216
19844,1998-08-05,1998,8,5,1,217
19845,1998-08-06,1998,8,6,1,218
19846,1998-08-07,1998,8,7,1,219
19847,1998-08-08,1998,8,8,1,220
19848,1998-08-09,1998,8,9,1,221
19849,1998-08-10,1998,8,10,1,222
19850,1998-08-11,1998,8,11,1,223
19851,1998-08-12,1998,8,12,1,224
19852,1998-08-13,1998,8,13,1,225
19853,1998-08-14,1998,8,14,1,226
19854,1998-08-15,1998,8,15,1,227
19856,1998-08-17,1998,8,17,1,229
19857,1998-08-18,1998,8,18,1,230
19858,1998-08-19,1998,8,19,1,231
19859,1998-08-20,1998,8,20,1,232
19860,1998-08-21,1998,8,21,1,233
19861,1998-08-22,1998,8,22,1,234
19862,1998-08-23,1998,8,23,1,235
19863,1998-08-24,1998,8,24,1,236
19864,1998-08-25,1998,8,25,1,237
19865,1998-08-26,1998,8,26,1,238
19866,1998-08-27,1998,8,27,1,239
19867,1998-08-28,1998,8,28,1,240
19868,1998-08-29,1998,8,29,1,241
19869,1998-08-30,1998,8,30,1,242
19870,1998-08-31,1998,8,31,1,243
19871,1998-09-01,1998,9,1,1,244
19872,1998-09-02,1998,9,2,1,245
19873,1998-09-03,1998,9,3,1,246
19874,1998-09-04,1998,9,4,1,247
19875,1998-09-05,1998,9,5,1,248
19876,1998-09-06,1998,9,6,1,249
19877,1998-09-07,1998,9,7,1,250
19878,1998-09-08,1998,9,8,1,251
19879,1998-09-09,1998,9,9,1,252
19880,1998-09-10,1998,9,10,1,253
19881,1998-09-11,1998,9,11,1,254
19882,1998-09-12,1998,9,12,1,255
19883,1998-09-13,1998,9,13,1,256
19884,1998-09-14,1998,9,14,1,257
19885,1998-09-15,1998,9,15,1,258
19886,1998-09-16,1998,9,16,1,259
19887,1998-09-17,1998,9,17,1,260
19888,1998-09-18,1998,9,18,1,261
19889,1998-09-19,1998,9,19,1,262
19890,1998-09-20,1998,9,20,1,263
19891,1998-09-21,1998,9,21,1,264
19892,1998-09-22,1998,9,22,1,265
19893,1998-09-23,1998,9,23,1,266
19894,1998-09-24,1998,9,24,1,267
19895,1998-09-25,1998,9,25,1,268
19896,1998-09-26,1998,9,26,1,269
19897,1998-09-27,1998,9,27,1,270
19898,1998-09-28,1998,9,28,1,271
19899,1998-09-29,1998,9,29,1,272
19900,1998-09-30,1998,9,30,1,273
19901,1998-10-01,1998,10,1,1,274
19902,1998-10-02,1998,10,2,1,275
19903,1998-10-03,1998,10,3,1,276
19904,1998-10-04,1998,10,4,1,277
19905,1998-10-05,1998,10,5,1,278
19906,1998-10-06,1998,10,6,1,279
19907,1998-10-07,1998,10,7,1,280
19908,1998-10-08,1998,10,8,1,281
19909,1998-10-09,1998,10,9,1,282
19910,1998-10-10,1998,10,10,1,283
19911,1998-10-11,1998,10,11,1,284
19912,1998-10-12,1998,10,12,1,285
19913,1998-10-13,1998,10,13,1,286
19914,1998-10-14,1998,10,14,1,287
19915,1998-10-15,1998,10,15,1,288
19916,1998-10-16,1998,10,16,1,289
19918,1998-10-18,1998,10,18,1,291
19924,1998-10-24,1998,10,24,1,297
19925,1998-10-25,1998,10,25,1,298
19926,1998-10-26,1998,10,26,1,299
19927,1998-10-27,1998,10,27,1,300
19928,1998-10-28,1998,10,28,1,301
19929,1998-10-29,1998,10,29,1,302
19930,1998-10-30,1998,10,30,1,303
19931,1998-10-31,1998,10,31,1,304
19932,1998-11-01,1998,11,1,1,305
19933,1998-11-02,1998,11,2,1,306
19934,1998-11-03,1998,11,3,1,307
19935,1998-11-04,1998,11,4,1,308
19936,1998-11-05,1998,11,5,1,309
19937,1998-11-06,1998,11,6,1,310
19938,1998-11-07,1998,11,7,1,311
19939,1998-11-08,1998,11,8,1,312
19940,1998-11-09,1998,11,9,1,313
19941,1998-11-10,1998,11,10,1,314
19942,1998-11-11,1998,11,11,1,315
19946,1998-11-15,1998,11,15,1,319
19947,1998-11-16,1998,11,16,1,320
19948,1998-11-17,1998,11,17,1,321
19949,1998-11-18,1998,11,18,1,322
19950,1998-11-19,1998,11,19,1,323
19951,1998-11-20,1998,11,20,1,324
19952,1998-11-21,1998,11,21,1,325
19953,1998-11-22,1998,11,22,1,326
19954,1998-11-23,1998,11,23,1,327
19955,1998-11-24,1998,11,24,1,328
19956,1998-11-25,1998,11,25,1,329
19957,1998-11-26,1998,11,26,1,330
19958,1998-11-27,1998,11,27,1,331
19959,1998-11-28,1998,11,28,1,332
19960,1998-11-29,1998,11,29,1,333
19961,1998-11-30,1998,11,30,1,334
19962,1998-12-01,1998,12,1,1,335
19963,1998-12-02,1998,12,2,1,336
19964,1998-12-03,1998,12,3,1,337
19965,1998-12-04,1998,12,4,1,338
19966,1998-12-05,1998,12,5,1,339
19967,1998-12-06,1998,12,6,1,340
19968,1998-12-07,1998,12,7,1,341
19969,1998-12-08,1998,12,8,1,342
19970,1998-12-09,1998,12,9,1,343
19971,1998-12-10,1998,12,10,1,344
19972,1998-12-11,1998,12,11,1,345
19973,1998-12-12,1998,12,12,1,346
19974,1998-12-13,1998,12,13,1,347
19975,1998-12-14,1998,12,14,1,348
19976,1998-12-15,1998,12,15,1,349
19977,1998-12-16,1998,12,16,1,350
19978,1998-12-17,1998,12,17,1,351
19979,1998-12-18,1998,12,18,1,352
19980,1998-12-19,1998,12,19,1,353
19981,1998-12-20,1998,12,20,1,354
19982,1998-12-21,1998,12,21,1,355
19983,1998-12-22,1998,12,22,1,356
19984,1998-12-23,1998,12,23,1,357
19987,1998-12-26,1998,12,26,1,360
19988,1998-12-27,1998,12,27,1,361
19989,1998-12-28,1998,12,28,1,362
19990,1998-12-29,1998,12,29,1,363
19993,1999-01-01,1999,1,1,1,1
19994,1999-01-02,1999,1,2,1,2
19995,1999-01-03,1999,1,3,1,3
19996,1999-01-04,1999,1,4,1,4
19997,1999-01-05,1999,1,5,1,5
19998,1999-01-06,1999,1,6,1,6
19999,1999-01-07,1999,1,7,1,7
20000,1999-01-08,1999,1,8,1,8
20001,1999-01-09,1999,1,9,1,9
20003,1999-01-11,1999,1,11,1,11
20004,1999-01-12,1999,1,12,1,12
20005,1999-01-13,1999,1,13,1,13
20006,1999-01-14,1999,1,14,1,14
20007,1999-01-15,1999,1,15,1,15
20008,1999-01-16,1999,1,16,1,16
20009,1999-01-17,1999,1,17,1,17
20010,1999-01-18,1999,1,18,1,18
20013,1999-01-21,1999,1,21,1,21
20014,1999-01-22,1999,1,22,1,22
20019,1999-01-27,1999,1,27,1,27
20020,1999-01-28,1999,1,28,1,28
20021,1999-01-29,1999,1,29,1,29
20022,1999-01-30,1999,1,30,1,30
20023,1999-01-31,1999,1,31,1,31
20024,1999-02-01,1999,2,1,1,32
20025,1999-02-02,1999,2,2,1,33
20026,1999-02-03,1999,2,3,1,34
20027,1999-02-04,1999,2,4,1,35
20028,1999-02-05,1999,2,5,1,36
20029,1999-02-06,1999,2,6,1,37
20030,1999-02-07,1999,2,7,1,38
20031,1999-02-08,1999,2,8,1,39
20032,1999-02-09,1999,2,9,1,40
20033,1999-02-10,1999,2,10,1,41
20034,1999-02-11,1999,2,11,1,42
20035,1999-02-12,1999,2,12,1,43
20036,1999-02-13,1999,2,13,1,44
20037,1999-02-14,1999,2,14,1,45
20038,1999-02-15,1999,2,15,1,46
20039,1999-02-16,1999,2,16,1,47
20040,1999-02-17,1999,2,17,1,48
20041,1999-02-18,1999,2,18,1,49
20042,1999-02-19,1999,2,19,1,50
20043,1999-02-20,1999,2,20,1,51
20044,1999-02-21,1999,2,21,1,52
20045,1999-02-22,1999,2,22,1,53
20046,1999-02-23,1999,2,23,1,54
20047,1999-02-24,1999,2,24,1,55
20048,1999-02-25,1999,2,25,1,56
20049,1999-02-26,1999,2,26,1,57
20050,1999-02-27,1999,2,27,1,58
20051,1999-02-28,1999,2,28,1,59
20052,1999-03-01,1999,3,1,1,60
20053,1999-03-02,1999,3,2,1,61
20054,1999-03-03,1999,3,3,1,62
20055,1999-03-04,1999,3,4,1,63
20056,1999-03-05,1999,3,5,1,64
20057,1999-03-06,1999,3,6,1,65
20058,1999-03-07,1999,3,7,1,66
20060,1999-03-09,1999,3,9,1,68
20061,1999-03-10,1999,3,10,1,69
20062,1999-03-11,1999,3,11,1,70
20063,1999-03-12,1999,3,12,1,71
20064,1999-03-13,1999,3,13,1,72
20065,1999-03-14,1999,3,14,1,73
20066,1999-03-15,1999,3,15,1,74
20067,1999-03-16,1999,3,16,1,75
20068,1999-03-17,1999,3,17,1,76
20069,1999-03-18,1999,3,18,1,77
20070,1999-03-19,1999,3,19,1,78
20071,1999-03-20,1999,3,20,1,79
20072,1999-03-21,1999,3,21,1,80
20073,1999-03-22,1999,3,22,1,81
20074,1999-03-23,1999,3,23,1,82
20075,1999-03-24,1999,3,24,1,83
20076,1999-03-25,1999,3,25,1,84
20077,1999-03-26,1999,3,26,1,85
20082,1999-03-31,1999,3,31,1,90
20083,1999-04-01,1999,4,1,1,91
20084,1999-04-02,1999,4,2,1,92
20085,1999-04-03,1999,4,3,1,93
20086,1999-04-04,1999,4,4,1,94
20087,1999-04-05,1999,4,5,1,95
20088,1999-04-06,1999,4,6,1,96
20089,1999-04-07,1999,4,7,1,97
20091,1999-04-09,1999,4,9,1,99
20092,1999-04-10,1999,4,10,1,100
20093,1999-04-11,1999,4,11,1,101
20094,1999-04-12,1999,4,12,1,102
20095,1999-04-13,1999,4,13,1,103
20096,1999-04-14,1999,4,14,1,104
20097,1999-04-15,1999,4,15,1,105
20098,1999-04-16,1999,4,16,1,106
20099,1999-04-17,1999,4,17,1,107
20100,1999-04-18,1999,4,18,1,108
20101,1999-04-19,1999,4,19,1,109
20102,1999-04-20,1999,4,20,1,110
20103,1999-04-21,1999,4,21,1,111
20104,1999-04-22,1999,4,22,1,112
20105,1999-04-23,1999,4,23,1,113
20106,1999-04-24,1999,4,24,1,114
20107,1999-04-25,1999,4,25,1,115
20108,1999-04-26,1999,4,26,1,116
20109,1999-04-27,1999,4,27,1,117
20110,1999-04-28,1999,4,28,1,118
20111,1999-04-29,1999,4,29,1,119
20112,1999-04-30,1999,4,30,1,120
20113,1999-05-01,1999,5,1,1,121
20114,1999-05-02,1999,5,2,1,122
20115,1999-05-03,1999,5,3,1,123
20116,1999-05-04,1999,5,4,1,124
20117,1999-05-05,1999,5,5,1,125
20118,1999-05-06,1999,5,6,1,126
20119,1999-05-07,1999,5,7,1,127
20120,1999-05-08,1999,5,8,1,128
20121,1999-05-09,1999,5,9,1,129
